model,size,quant,domain,success_rate_mean,success_rate_std,mean_reward_mean,mean_reward_std,overall_failure_rate_mean,overall_failure_rate_std,agent_failure_rate_mean,agent_failure_rate_std,avg_tool_calls_mean,avg_tool_calls_std,avg_turns_mean,avg_turns_std,interaction_failure_rate_mean,interaction_failure_rate_std,timeout_rate_mean,timeout_rate_std,tool_format_rate_mean,tool_format_rate_std,crash_rate_mean,crash_rate_std,energy_mean,energy_std,cpu_mean,cpu_std,ram_mean,ram_std,gpu_util_mean,gpu_util_std,gpu_mem_mean,gpu_mem_std,gpu_power_mean,gpu_power_std,total_tasks,successes,failures,interaction_failures,timeout_failures,tool_format_failures
DeepSeek R1 Qwen,7B,bf16,alfworld,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,526502.8245649986,0.0,6.041932655208698,0.0,145.6215054750526,0.0,37.82637670992634,0.0,17042.19798974044,0.0,145.96379673798668,0.0,109,0,109,0.0,0.0,0.0
DeepSeek R1 Qwen,7B,bf16,dbbench,0.1233333333333333,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1140504.9977090005,0.0,4.920861244019139,0.0,146.60595781000796,0.0,37.060526315789474,0.0,17053.5600877193,0.0,145.7021024720893,0.0,300,37,263,0.0,0.0,0.0
DeepSeek R1 Qwen,7B,bf16,os,0.0069444444444444,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1710588.6990400103,0.0,5.9716370921579855,0.0,146.22094349241556,0.0,43.783800801373786,0.0,17041.143528191184,0.0,158.96233526044648,0.0,144,1,143,0.0,0.0,0.0
DeepSeek R1 Qwen,7B,bf16,webshop,0.01,0.0,0.5833333333333333,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,4082694.3453339953,0.0,6.542111592111592,0.0,146.13857396300972,0.0,51.053497942386834,0.0,17044.62529561488,0.0,179.09639321789322,0.0,200,2,198,0.0,0.0,0.0
DeepSeek R1 Qwen,7B,4-bit,alfworld,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,726674.5972320001,0.0,6.398435632808257,0.0,146.05182433120586,0.0,26.23910917979359,0.0,7646.413083921781,0.0,120.31217229766432,0.0,109,0,109,0.0,0.0,0.0
DeepSeek R1 Qwen,7B,4-bit,dbbench,0.1033333333333333,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,792015.8802329989,0.0,4.551356382978724,0.0,146.16628712322694,0.0,18.66755319148936,0.0,7652.270085328014,0.0,103.10173874113474,0.0,300,31,269,0.0,0.0,0.0
DeepSeek R1 Qwen,7B,4-bit,os,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1118395.925290997,0.0,5.995003805964985,0.0,146.46744169953635,0.0,25.61296796069476,0.0,7745.324583938827,0.0,115.30444329112171,0.0,144,0,144,0.0,0.0,0.0
DeepSeek R1 Qwen,7B,4-bit,webshop,0.01,0.0,0.8333333333333333,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2576624.1218210226,0.0,6.543388402768708,0.0,148.34044190569088,0.0,29.10927909102782,0.0,7651.814354920334,0.0,128.5243334530495,0.0,200,2,198,0.0,0.0,0.0
DeepSeek R1 Qwen,7B,8-bit,alfworld,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,421901.9909069994,0.0,6.059126827340972,0.0,145.2193017520249,0.0,27.883050177795337,0.0,10636.679449822204,0.0,128.93671216910312,0.0,109,0,109,0.0,0.0,0.0
DeepSeek R1 Qwen,7B,8-bit,dbbench,0.12,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,872415.9970780023,0.0,4.724225481209899,0.0,145.80676379181944,0.0,25.01310724106325,0.0,10820.466412694775,0.0,122.92428148487626,0.0,300,36,264,0.0,0.0,0.0
DeepSeek R1 Qwen,7B,8-bit,os,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1268570.2626179974,0.0,5.684282614591809,0.0,146.10189967495592,0.0,31.502712232167077,0.0,10638.835257323028,0.0,135.92862381339842,0.0,144,0,144,0.0,0.0,0.0
DeepSeek R1 Qwen,7B,8-bit,webshop,0.015,0.0,0.7222222222222222,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3541645.682474,0.0,6.474243358367896,0.0,149.0810198767305,0.0,38.594580204013006,0.0,10706.542216049207,0.0,159.0775085192243,0.0,200,3,197,0.0,0.0,0.0
Ministral3,3B,bf16,alfworld,0.036697247706422,0.0,1.0,0.0,0,0,0.963302752293578,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,227087.1511790001,0.0,5.026399739583334,0.0,150.36345799763998,0.0,22.375,0.0,12390.544921875,0.0,110.96738671875,0.0,109,4,105,,,
Ministral3,3B,bf16,dbbench,0.1133333333333333,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1724049.8628109917,0.0,5.91395090413176,0.0,614.1595333572204,0.0,33.049954540862714,0.0,12396.138060031317,0.0,136.3637694211528,0.0,300,34,266,0.0,0.0,0.0
Ministral3,3B,bf16,os,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,224190.1389129995,0.0,4.116889588250723,0.0,589.6251884998688,0.0,16.706005769735118,0.0,10125.602052189875,0.0,90.6900781536845,0.0,144,0,144,0.0,0.0,0.0
Ministral3,3B,bf16,webshop,0.515,0.0,0.6111974110032362,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1043818.7093510004,0.0,6.188851612903226,0.0,152.3255866935484,0.0,33.96154838709678,0.0,12398.06144623656,0.0,139.65046933333335,0.0,200,103,97,0.0,0.0,0.0
Ministral3,3B,4-bit,alfworld,0.0091743119266055,0.0,1.0,0.0,0,0,0.9908256880733946,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,164724.0256849999,0.0,4.523623511904762,0.0,150.0737551734561,0.0,10.07998511904762,0.0,7877.177478608631,0.0,78.80740401785714,0.0,109,1,108,,,
Ministral3,3B,4-bit,dbbench,0.06,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1498666.6339580007,0.0,6.08757559098418,0.0,613.8148788611531,0.0,18.59226681326736,0.0,7796.043965892431,0.0,98.55469859813093,0.0,300,18,282,0.0,0.0,0.0
Ministral3,3B,4-bit,os,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,157891.719777,0.0,3.0227899686520403,0.0,589.033096590909,0.0,5.117868338557994,0.0,4912.943514890282,0.0,68.49089247648902,0.0,144,0,144,0.0,0.0,0.0
Ministral3,3B,4-bit,webshop,0.8,0.0,0.5877604166666667,0.0,0,0,0.2,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,342311.69141899963,0.0,4.786520319303338,0.0,152.05348415956095,0.0,13.698657474600871,0.0,7850.815039912917,0.0,88.75929263425255,0.0,200,160,40,,,
Ministral3,3B,8-bit,alfworld,0.0275229357798165,0.0,1.0,0.0,0,0,0.9724770642201837,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,193035.16931299985,0.0,4.865678776290631,0.0,150.2997206620459,0.0,15.69949012109624,0.0,9276.195307520711,0.0,86.39437476099427,0.0,109,3,106,,,
Ministral3,3B,8-bit,dbbench,0.11,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1069826.3911709993,0.0,5.501354995724603,0.0,617.7483776845031,0.0,22.071499046240877,0.0,9246.666208971914,0.0,101.50166894691829,0.0,300,33,267,0.0,0.0,0.0
Ministral3,3B,8-bit,os,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,186374.75861300016,0.0,3.639232531500566,0.0,588.9093497190006,0.0,9.354524627720505,0.0,6447.988921105384,0.0,73.71223396334489,0.0,144,0,144,0.0,0.0,0.0
Ministral3,3B,8-bit,webshop,0.565,0.0,0.5884513274336284,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,712344.8213979993,0.0,5.760400400400401,0.0,152.53770332832832,0.0,23.223423423423423,0.0,9263.507663913912,0.0,105.27296936936936,0.0,200,113,87,0.0,0.0,0.0
Ministral3,8B,bf16,alfworld,0.0091743119266055,0.0,1.0,0.0,0,0,0.9908256880733946,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,447251.47248100006,0.0,5.7651886591345125,0.0,150.09297557823493,0.0,40.48305265401833,0.0,22020.125119910463,0.0,149.05665252611382,0.0,109,1,108,,,
Ministral3,8B,bf16,dbbench,0.2166666666666666,0.0,1.0,0.0,0,0,0.7833333333333333,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1489260.899022996,0.0,5.527297333874695,0.0,617.7206082309852,0.0,46.95811341182839,0.0,22053.3790939234,0.0,163.06156435241522,0.0,300,65,235,,,
Ministral3,8B,bf16,os,0.1319444444444444,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,513232.50057000143,0.0,5.317318815923754,0.0,590.0019245491663,0.0,36.212657366451175,0.0,18218.36555801293,0.0,136.68458285131047,0.0,144,19,125,0.0,0.0,0.0
Ministral3,8B,bf16,webshop,0.785,0.0,0.6392250530785563,0.0,0,0,0.215,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,916630.5601420024,0.0,5.828756533101045,0.0,151.81892464135998,0.0,46.22789634146341,0.0,22036.242139862807,0.0,163.50185899390246,0.0,200,157,43,,,
Ministral3,8B,4-bit,alfworld,0.0275229357798165,0.0,1.0,0.0,0,0,0.9724770642201837,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,258168.31676500043,0.0,5.34056712962963,0.0,150.59835137261285,0.0,21.62065972222222,0.0,11522.199273003473,0.0,110.90666811342592,0.0,109,3,106,,,
Ministral3,8B,4-bit,dbbench,0.2033333333333333,0.0,1.0,0.0,0,0,0.7966666666666666,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,776750.3390709994,0.0,4.817750588235233,0.0,609.4498047794118,0.0,22.727435294117647,0.0,11517.054552941176,0.0,110.77934748235285,0.0,300,61,239,,,
Ministral3,8B,4-bit,os,0.1527777777777778,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,309013.5134969993,0.0,4.462083780880782,0.0,589.5346334586466,0.0,16.747153598281418,0.0,8324.834076262085,0.0,95.19132653061196,0.0,144,22,122,0.0,0.0,0.0
Ministral3,8B,4-bit,webshop,0.83,0.0,0.6078313253012048,0.0,0,0,0.17,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,448904.6127000004,0.0,5.034380334585183,0.0,150.5766933307016,0.0,23.74667121884602,0.0,11512.526694264254,0.0,120.27952492318198,0.0,200,166,34,,,
Ministral3,8B,8-bit,alfworld,0.018348623853211,0.0,1.0,0.0,0,0,0.981651376146789,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,308905.4196789999,0.0,5.15161825726141,0.0,150.45804266078838,0.0,29.205255878284923,0.0,14871.904823651452,0.0,131.76025560165976,0.0,109,2,107,,,
Ministral3,8B,8-bit,dbbench,0.2433333333333333,0.0,1.0,0.0,0,0,0.7566666666666667,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1068989.315425997,0.0,5.058366700033253,0.0,610.0890125151193,0.0,32.96304637971305,0.0,14879.805758883884,0.0,140.56266516516465,0.0,300,73,227,,,
Ministral3,8B,8-bit,os,0.1458333333333333,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,374058.4653150002,0.0,4.863557614826719,0.0,590.6475569412269,0.0,24.439161966156327,0.0,11366.054870064463,0.0,117.38532352941183,0.0,144,21,123,0.0,0.0,0.0
Ministral3,8B,8-bit,webshop,0.795,0.0,0.6376834381551363,0.0,0,0,0.205,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,646685.2574830013,0.0,5.299619396673245,0.0,151.13750176205244,0.0,33.040033831406824,0.0,14876.32174196504,0.0,143.1621350436989,0.0,200,159,41,,,
Qwen3,4B,bf16,alfworld,0.1559633027522936,0.0,1.0,0.0,0,0,0.8440366972477065,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,4524038.917101984,0.0,7.747859337211582,0.0,152.83216950964933,0.0,84.86561213151187,0.0,13715.202337571083,0.0,254.6721789005817,0.0,109,17,92,,,
Qwen3,4B,bf16,dbbench,0.47,0.0,1.0,0.0,0,0,0.53,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,6318581.930142023,0.0,7.276747149716731,0.0,613.5040575468505,0.0,82.84086202580616,0.0,13777.09853531848,0.0,247.63680841089692,0.0,300,141,159,,,
Qwen3,4B,bf16,os,0.3680555555555556,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5204721.982788972,0.0,7.459036315222934,0.0,152.97105776584897,0.0,85.19633448529828,0.0,13820.75382414594,0.0,254.7572308651068,0.0,144,53,91,0.0,0.0,0.0
Qwen3,4B,bf16,webshop,0.785,0.0,0.6245753715498938,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5986438.326719041,0.0,7.464860604866516,0.0,154.7675481094843,0.0,84.48948379470004,0.0,13696.839827972612,0.0,254.6181948576495,0.0,200,157,43,0.0,0.0,0.0
Qwen3,4B,4-bit,alfworld,0.1743119266055046,0.0,1.0,0.0,0,0,0.8256880733944955,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2164859.47954701,0.0,8.218449694717282,0.0,151.8644792046887,0.0,70.3459649588532,0.0,8412.150982213963,0.0,246.4972882267056,0.0,109,19,90,,,
Qwen3,4B,4-bit,dbbench,0.4633333333333333,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3588875.564713006,0.0,7.891491104868902,0.0,610.8911516853933,0.0,68.38697721598002,0.0,8406.053207416511,0.0,240.5218418383276,0.0,300,139,161,0.0,0.0,0.0
Qwen3,4B,4-bit,os,0.3611111111111111,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2789955.150879016,0.0,8.291528947094896,0.0,151.5137908367763,0.0,71.88031389668434,0.0,8549.5103484565,0.0,249.1181492048644,0.0,144,52,92,0.0,0.0,0.0
Qwen3,4B,4-bit,webshop,0.7,0.0,0.6387142857142857,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,4262993.948424015,0.0,8.188871196036802,0.0,153.93802940330858,0.0,73.34271054493985,0.0,8402.851590145081,0.0,260.30652009908,0.0,200,140,60,0.0,0.0,0.0
Qwen3,4B,8-bit,alfworld,0.1376146788990825,0.0,1.0,0.0,0,0,0.8623853211009175,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2812280.8665059963,0.0,8.092612748803225,0.0,152.5506178744646,0.0,77.30259511211892,0.0,10128.736296926178,0.0,242.49736885865457,0.0,109,15,94,,,
Qwen3,4B,8-bit,dbbench,0.47,0.0,1.0,0.0,0,0,0.53,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,4619168.807160982,0.0,7.869643339232609,0.0,612.692385595397,0.0,76.17755046944836,0.0,10096.449389942109,0.0,237.33789462159055,0.0,300,141,159,,,
Qwen3,4B,8-bit,os,0.3541666666666667,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3676909.228669997,0.0,7.812635614337742,0.0,152.0468034191106,0.0,77.65359401955146,0.0,10225.806979585968,0.0,242.0993967030861,0.0,144,51,93,0.0,0.0,0.0
Qwen3,4B,8-bit,webshop,0.78,0.0,0.6212820512820513,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3824921.522205005,0.0,7.658713562640854,0.0,152.99110237443196,0.0,76.79543355377398,0.0,10096.33873582222,0.0,242.99196231573504,0.0,200,156,44,0.0,0.0,0.0
Qwen3,8B,bf16,alfworld,0.0275229357798165,0.0,1.0,0.0,0,0,0.9724770642201837,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,268403.72782699985,0.0,4.701382488479263,0.0,149.38443675779865,0.0,39.23927685218008,0.0,20498.674317617864,0.0,146.69475895072668,0.0,109,3,106,,,
Qwen3,8B,bf16,dbbench,0.3066666666666666,0.0,1.0,0.0,0,0,0.6933333333333334,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,743166.6223639984,0.0,4.099852052767791,0.0,612.9548996925472,0.0,41.49056836395019,0.0,20483.804786709406,0.0,147.91056491184773,0.0,300,92,208,,,
Qwen3,8B,bf16,os,0.2847222222222222,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1155562.6294960007,0.0,6.162770053475906,0.0,617.3473583723262,0.0,69.23818181818181,0.0,20517.266343582887,0.0,209.8580677005349,0.0,144,41,103,0.0,0.0,0.0
Qwen3,8B,bf16,webshop,0.245,0.0,0.5913945578231293,0.0,0,0,0.755,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1041140.3961229996,0.0,6.201271688759564,0.0,151.50954776915617,0.0,57.51072313826921,0.0,20497.95176608471,0.0,185.67096389697167,0.0,200,49,151,,,
Qwen3,8B,4-bit,alfworld,0.0091743119266055,0.0,1.0,0.0,0,0,0.9908256880733946,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,185346.74449199985,0.0,4.008999581414818,0.0,149.82635418846797,0.0,19.700293009627455,0.0,11226.03539660946,0.0,114.54881833403095,0.0,109,1,108,,,
Qwen3,8B,4-bit,dbbench,0.2966666666666667,0.0,1.0,0.0,0,0,0.7033333333333334,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,453909.58616699954,0.0,2.6010755992624683,0.0,613.4385143765365,0.0,18.220497848801475,0.0,10495.192292178855,0.0,110.09320851259974,0.0,300,89,211,,,
Qwen3,8B,4-bit,os,0.3055555555555556,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,813966.37909,0.0,5.493447161975081,0.0,149.84520830929856,0.0,52.27472696508229,0.0,10658.502240039994,0.0,213.10263251807413,0.0,144,44,100,0.0,0.0,0.0
Qwen3,8B,4-bit,webshop,0.15,0.0,0.6186111111111111,0.0,0,0,0.85,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,620020.5502489993,0.0,5.680621661000485,0.0,150.71012614841348,0.0,36.92180670228266,0.0,10516.08494212401,0.0,164.1458667638012,0.0,200,30,170,,,
Qwen3,8B,8-bit,alfworld,0.0275229357798165,0.0,1.0,0.0,0,0,0.9724770642201837,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,200940.08360699992,0.0,4.393473101265824,0.0,149.86725857891614,0.0,27.97587025316456,0.0,13703.46894778481,0.0,126.66983544303795,0.0,109,3,106,,,
Qwen3,8B,8-bit,dbbench,0.3033333333333333,0.0,1.0,0.0,0,0,0.6966666666666667,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,538576.711737,0.0,3.542578295702844,0.0,608.387041947378,0.0,28.12367079388201,0.0,13734.103341223596,0.0,124.46449526584122,0.0,300,91,209,,,
Qwen3,8B,8-bit,os,0.2986111111111111,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,959810.2594470006,0.0,5.820023118417672,0.0,150.32768049222963,0.0,60.81710762907783,0.0,13846.93387169278,0.0,210.11430747495504,0.0,144,43,101,0.0,0.0,0.0
Qwen3,8B,8-bit,webshop,0.175,0.0,0.6114285714285714,0.0,0,0,0.825,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,747078.9593730005,0.0,6.029373027850185,0.0,151.86188788328303,0.0,44.05240773768693,0.0,14337.94239607628,0.0,165.8132749348333,0.0,200,35,165,,,
